Name,Slug,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Specialties,Credentials,Services,Firm Type,Minimum Investment,Fee Structure,Fiduciary,SEC Registered,Rating,Review Count,Status,Date Added,Latitude,Longitude,Year Established,Languages
Exit Wealth Advisors,exit-wealth-advisors-atlanta-ga,"Exit Wealth Advisors is an Atlanta-based wealth management firm serving ultra-high-net-worth individuals and families through a membership model. The firm provides investment management encompassing alternative assets, tax strategy services, and insurance solutions, supported by founder expertise in managing affluent clients and partnerships with M&A advisory services. The firm emphasizes personalized financial oversight and legacy planning for its selected members.",3060 Peachtree Rd NW Suite R-24,Atlanta,Georgia,30305,,https://www.exitwealth.com/,"https://www.google.com/maps/place/Exit+Wealth+Advisors/@33.839537799999995,-84.38127779999999,14z/data=!4m8!1m2!2m1!1sExit+Wealth+Advisors!3m4!1s0x88f505de560c604f:0x61e6a660837f2e32!8m2!3d33.839537799999995!4d-84.38127779999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbICeRlgQl77P9ty6byc40S77094ZMAwjjuo_nGH536GKlD4KsVaS9nA2DI7gpdk6J1NryWfAwz5lXhLdXqaGqoOHw9ixHrQKkt3G0ndzoLn8n0RafRSYxkIwIoZZpH8upf4GXGQEeRfPJ=w800-h500-k-no,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-5PM, Saturday: Closed","Investment Management,Small Business,Wealth Management",,,,,,,,,,Active,4/19/2026,33.8395378,-84.3812778,,English
Wealth Engagement,wealth-engagement-atlanta-ga,"Wealth Engagement is an Atlanta-based wealth management firm founded in October 2020, managing $105 million in assets under management. The firm, led by Certified Financial Planner Tiffany Kent, provides personalized financial planning that adapts to clients' evolving circumstances, with a stated focus on understanding client goals and creating flexible strategies. The firm works with a custody provider and serves both discretionary and non-discretionary client accounts.",3715 Northside Pkwy NW Building 100-500,Atlanta,Georgia,30327,(917) 826-5955,https://www.wealthengagement.com/,"https://www.google.com/maps/place/Wealth+Engagement/@33.857084,-84.4297395,14z/data=!4m8!1m2!2m1!1sWealth+Engagement!3m4!1s0x88f50f0f060b2271:0x49fee0e9f30ffe3f!8m2!3d33.857084!4d-84.4297395",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1ARLXn7DTXbOXhf6sk0NSA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=215.16034&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-5:30PM, Tuesday: 8:30AM-5AM, Wednesday: 8:30AM-5AM, Thursday: 8:30AM-5AM, Friday: 8:30AM-5PM, Saturday: Closed",,,,,,,,,5.0,1,Active,4/19/2026,33.8570840,-84.4297395,,English
Wealth Enhancement Group,wealth-enhancement-group-atlanta-ga,"Wealth Enhancement Group is an investment advisory firm in Atlanta, Georgia. Services include Financial Planning and Investment Management. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 1 Google review.",1100 Abernathy Rd NE #500,Atlanta,Georgia,30328,(770) 295-5600,https://www.wealthenhancement.com/location/atlanta-ga%3Futm_source%3Dgbp%26utm_medium%3Dorganic%26utm_campaign%3Dlocal-seo%26utm_id%3Dlocal-seo%26utm_content%3Datlanta%26utm_term%3Datlanta,"https://www.google.com/maps/place/Wealth+Enhancement+Group/@33.93436,-84.3525459,14z/data=!4m8!1m2!2m1!1sWealth+Enhancement+Group!3m4!1s0x88f5095567a17af5:0xeace585945df5d3a!8m2!3d33.93436!4d-84.3525459",https://lh3.googleusercontent.com/gps-cs-s/APNQkAExd7E0vjOd4AUq9w7KcJRNUM1QgsmYtKQJnTyA9FliCWPStu850P5cm7nnmY7cTKpvdBk2J81WdVUPczaog9AAGKTVh25YOjeHE_tj3I44Zc0QuzMqYln9JKz2LVtvzand_zniOQ=w800-h500-k-no,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-4PM, Saturday: Closed",,,"Financial Planning,Investment Management",,,,,,5.0,1,Active,4/19/2026,33.9343600,-84.3525459,,English
Modera Wealth Management,modera-wealth-management-atlanta-ga,"Modera Wealth Management is an independently owned, fee-only fiduciary firm serving clients in the greater Atlanta area and surrounding communities. The firm provides estate planning, financial planning, insurance analysis, investment management, retirement planning, and tax planning services, with particular expertise in estate planning, insurance planning, and wealth management strategy. Operating as a fiduciary, the firm is structured to prioritize client interests over its own compensation interests.",5555 Glenridge Con #150,Atlanta,Georgia,30342,(678) 833-1166,https://moderawealth.com/offices/atlanta-ga/,"https://www.google.com/maps/place/Modera+Wealth+Management/@33.904108,-84.360079,14z/data=!4m8!1m2!2m1!1sModera+Wealth+Management!3m4!1s0x88f5095bde68aa9f:0xd81bcf7832bceca7!8m2!3d33.904108!4d-84.360079",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFihd9mWxbKVxf4gSHXhzt8BUo2uYzNhgAQS4gwDtCHk92wIqPT0Xyai1IBCeXuHND8ISfpZnGiMAcgzc3uN4rK-oy2rzyZQ9XvvLpxwQMtz92KYe0R6mVKg-3Zkw6G7kM5jxB0bfdj9Jex=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed","Estate Planning,Insurance Planning,Investment Management,Retirement Planning,Tax Strategy,Wealth Management",,"Estate Planning,Financial Planning,Insurance Analysis,Investment Management,Retirement Planning,Tax Planning",,,Fee-Only,checked,,,,Active,4/19/2026,33.9041080,-84.3600790,,English
"Waverly Advisors, LLC",waverly-advisors-llc-atlanta-ga,"Waverly Advisors is an Atlanta-based firm offering financial planning, investment management, and wealth management services to private clients. The firm provides a blended approach encompassing investment management, tax, estate planning, and financial planning, with portfolio construction using both traditional assets and nontraditional alternatives. Client service includes customized wealth management reporting, quarterly performance reports net of fees with benchmark comparisons, and partner-level access. The firm employs advisors with the CLU credential and operates with a stated focus on long-term client relationships.",3300 Riverwood Pkwy #1075,Atlanta,Georgia,30339,(770) 635-5000,https://waverly-advisors.com/,"https://www.google.com/maps/place/Waverly+Advisors%2C+LLC/@33.8772466,-84.4591456,14z/data=!4m8!1m2!2m1!1sWaverly+Advisors%2C+LLC!3m4!1s0x88f50f0bd1f3db69:0xbbc62681bd483287!8m2!3d33.8772466!4d-84.4591456",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFdQTnIMR7aU7NyCjIc1wljEhHmjl58phhZtMJhnixsAB_2NEeUvaoMCMqqWFL6qrc1gU8rzsgAW78eD7_ADQvPwLQkG5bbLpUeaInKbMw9ls3fLYeMAudo24uWPmQximunm-8Mag=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-3PM, Saturday: Closed","Investment Management,Wealth Management",CLU,"Financial Planning,Investment Management",,,,,,,,Active,4/19/2026,33.8772466,-84.4591456,,English
Paces Ferry Financial Services,paces-ferry-financial-services-atlanta-ga,"Paces Ferry Financial Services is an investment advisory firm in Atlanta, Georgia. Services include Financial Planning, Insurance Analysis, and Investment Management. The firm specializes in Insurance Planning. Appointments are recommended. The office has a wheelchair-accessible entrance. The office is open five days a week.",2859 Paces Ferry Rd SE Ste 1200,Atlanta,Georgia,30339,,http://pacesferryfinancialservices.nm.com/,"https://www.google.com/maps/place/Paces+Ferry+Financial+Services/@33.8688619,-84.4693563,14z/data=!4m8!1m2!2m1!1sPaces+Ferry+Financial+Services!3m4!1s0x88f5113907adf061:0x9649240a3f90e484!8m2!3d33.8688619!4d-84.4693563",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1v0kkbEEDknKbeGgLSp4Jw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=350.73383&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",Insurance Planning,,"Financial Planning,Insurance Analysis,Investment Management",,,,,,,,Active,4/19/2026,33.8688619,-84.4693563,,English
NewEdge Wealth,newedge-wealth-atlanta-ga,"NewEdge Wealth is an investment advisory firm in Atlanta, Georgia. Services include Financial Planning and Investment Management. The firm specializes in Estate Planning. Appointments are recommended. The office has a wheelchair-accessible entrance. The office is open five days a week.",1380 W Paces Ferry Rd NW Suite 2160,Atlanta,Georgia,30327,(404) 260-7124,https://www.newedgewealth.com//%3Futm_source%3DGoogle%26utm_medium%3DOrganic%26utm_campaign%3DNewEdge_Atlanta_GMB,"https://www.google.com/maps/place/NewEdge+Wealth/@33.847424499999995,-84.4316099,14z/data=!4m8!1m2!2m1!1sNewEdge+Wealth!3m4!1s0x88f505bbe80301c3:0x36482385e804f02!8m2!3d33.847424499999995!4d-84.4316099",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zIOvNTynDP_MfMWRoS6NfA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=164.85437&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-5PM, Saturday: Closed",Estate Planning,,"Financial Planning,Investment Management",,,,,,,,Active,4/19/2026,33.8474245,-84.4316099,,English
Merrill Lynch Wealth Management,merrill-lynch-wealth-management-atlanta-ga,"Merrill Lynch Wealth Management is a wirehouse firm in Atlanta, Georgia. Services include Financial Planning and Investment Management. The firm specializes in Wealth Management. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 4.5-star rating from 2 Google reviews.",300 Galleria Pkwy SE,Atlanta,Georgia,30339,(770) 858-1200,https://advisor.ml.com/sites/ga/atlanta-galler,"https://www.google.com/maps/place/Merrill+Lynch+Wealth+Management/@33.8831918,-84.4632884,14z/data=!4m8!1m2!2m1!1sMerrill+Lynch+Wealth+Management!3m4!1s0x88f51048f05f32eb:0xaede172e6b0b5bbd!8m2!3d33.8831918!4d-84.4632884",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGbgCf48o3Xww0i-3XKQHaWUmIb8K4n4uVrIOoTpd_EfKH9Q6T-qrpUiQOoMqZ0_KMapQ_5xzYKyCnmqSx6vl5kYQy92HAgFJCiCmi5GFwozIdSeJM3_hNVteveBTaWE_QI9Pyel-G3_DEk=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed","Investment Management,Wealth Management",,"Financial Planning,Investment Management",Wirehouse,,,,,4.5,2,Active,4/19/2026,33.8831918,-84.4632884,,English
Scott Eichler - Savvy Advisors - Financial Planner Orange County,scott-eichler-savvy-advisors-financial-planner-orange-county-orange-ca,"Scott Eichler operates Savvy Advisors in Orange County, California, offering investment management and retirement planning services. He works with attorneys, plaintiffs managing lawsuit proceeds, business owners, and retirees, employing a structured process that begins with goal discovery and financial assessment, followed by data analysis, customized action planning, and ongoing quarterly reviews. His practice emphasizes tax-efficient strategies, structured settlements, and income-based investing for clients seeking to deploy assets strategically.",742 E Chapman Ave,Orange,California,92866,(714) 410-5251,https://www.savvywealth.com/advisor/scott-eichler,"https://www.google.com/maps/place/Scott+Eichler+-+Savvy+Advisors+-+Financial+Planner+Orange+County/@33.7876063,-117.84579769999999,14z/data=!4m8!1m2!2m1!1sScott+Eichler+-+Savvy+Advisors+-+Financial+Planner+Orange+County!3m4!1s0x80dd2bf78c2db1c3:0x75f39635512ea9f2!8m2!3d33.7876063!4d-117.84579769999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B4xEKDc_iuAUuboluP_E5A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=358.32047&pitch=0&thumbfov=100,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-5PM, Saturday: Closed","Retirement Planning,Investment Management",,Investment Management,,,,,,5.0,13,Active,4/19/2026,33.7876063,-117.8457977,,English
Joshua E. Hernandez - CFEd Certified Financial Educator,joshua-e-hernandez-cfed-certified-financial-educator-orange-ca,"Joshua E. Hernandez - CFEd Certified Financial Educator is an investment advisory firm in Orange, California. Services include Financial Planning. Advisory services are available in English, Chinese, Spanish, and Vietnamese. Service options include onsite meetings and online appointment booking. Appointments are required. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 35 Google reviews.",765 The City Dr S # 440,Orange,California,92868,,https://joshua-h.com/onlineq,"https://www.google.com/maps/place/Joshua+E.+Hernandez+-+CFEd+Certified+Financial+Educator/@33.7755,-117.889755,14z/data=!4m8!1m2!2m1!1sJoshua+E.+Hernandez+-+CFEd+Certified+Financial+Educator!3m4!1s0x80dcd97fc1e7ee83:0xfb23ef67bd330a9a!8m2!3d33.7755!4d-117.889755",https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1eIKUpBLBJDtoEO0JXjUjr7Gjf6xioq5BE5yEiio9qi8xO8lbHdv8sAZlBEp48W7nMi3J5KW5IDVKIGf3U2pJk8wNgR2wQCyyuDClzPvZx9UnALQcAqDpiML_HwaXnsWzBc93=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-3:30PM, Saturday: Closed",,,Financial Planning,,,,,,5.0,35,Active,4/19/2026,33.7755000,-117.8897550,,"Chinese,English,Spanish,Vietnamese"
Sound Financial Services,sound-financial-services-orange-ca,"Sound Financial Services is an investment advisory firm in Orange, California. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 5 Google reviews.",1224 E Katella Ave #102,Orange,California,92867,(714) 639-7822,http://www.soundadvice.bz/,"https://www.google.com/maps/place/Sound+Financial+Services/@33.8084032,-117.8406356,14z/data=!4m8!1m2!2m1!1sSound+Financial+Services!3m4!1s0x80dcd74fda1e4555:0x42566ac2596f9f32!8m2!3d33.8084032!4d-117.8406356",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHm3onOsnXg2sGBSbN4AGt0wBp3nuN4-QaRnw6oXTqsewL82A4lQRSRMQPlS8wEaSEBKyyAdfXX6vZbRjJfRMPHyIJSp15Bm8rCqJMTenbR3FNf7EMyXfsyTsvUcz0oxY5gDnYa=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",,,,,,,,,5.0,5,Active,4/19/2026,33.8084032,-117.8406356,,English
Haydenrock Financial,haydenrock-financial-west-deptford-nj,"Haydenrock Financial is a West Deptford, New Jersey–based firm offering financial planning, investment management, retirement services, tax assistance, business solutions, and succession planning, with particular focus on small business owners. Led by CEO Mark McGaurn, a Registered Investment Advisor Representative licensed across multiple states, the firm operates under a fiduciary standard and emphasizes risk reduction, insurance protection (life, disability, long-term care), and customized portfolio management. The team includes executive support staff with extensive financial services experience and a stated commitment to transparency, loyalty, and informed decision-making.",935 Kings Hwy #200,West Deptford,New Jersey,8086,(856) 988-9500,https://www.haydenrockfinancial.com/,"https://www.google.com/maps/place/Haydenrock+Financial/@39.8232395,-75.1805909,14z/data=!4m8!1m2!2m1!1sHaydenrock+Financial!3m4!1s0x89c6db0f432f2049:0x51549531bf0fbc7f!8m2!3d39.8232395!4d-75.1805909",https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTTVC7BW40gLBI62IPm0bV8rp7oy6MTwgMPwH9YdwG6mhLlSjzVU54OMZtppcrYeZJ_yqDW6c_ICvFa0mxtFNfy7ZV5rcVYYR8tRtFVPFfIslobNqtC9TaAWuSExlAt8iiUuZH=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",Small Business,,"Financial Planning,Investment Management",,,,,,,,Active,4/19/2026,39.8232395,-75.1805909,,English
Federal Hill Capital Management,federal-hill-capital-management-bardstown-ky,"Federal Hill Capital Management is an investment advisory firm in Bardstown, Kentucky. Services include Financial Planning. The office has a wheelchair-accessible entrance. The office is open five days a week. It holds a 5-star rating from 1 Google review.",129 N 3rd St,Bardstown,Kentucky,40004,(502) 348-5789,https://fedhillcap.com/,"https://www.google.com/maps/place/Federal+Hill+Capital+Management/@37.8102892,-85.46626189999999,14z/data=!4m8!1m2!2m1!1sFederal+Hill+Capital+Management!3m4!1s0x8868522650daaaab:0xee869299aebbba0a!8m2!3d37.8102892!4d-85.46626189999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0DBFypPIMJW6MKdZVA814MXHQweV3Ik_X1cFT7ohHvYS6ng4vE4W4YOTx0zMHhGPz7dxuqJw4B6C7kLJTY_XhduIQNxoOjYyRNqGoimkimH-MV38dHfPSOqgkJ73D2Ck-sL-A=w800-h500-k-no,"Sunday: Closed, Monday: 9AM-5PM, Tuesday: 9AM-5PM, Wednesday: 9AM-5PM, Thursday: 9AM-5PM, Friday: 9AM-5PM, Saturday: Closed",,,Financial Planning,,,,,,5.0,1,Active,4/19/2026,37.8102892,-85.4662619,,English
WEALTH | KC - Financial Advisors + Wealth Management,wealth-kc-financial-advisors-wealth-management-kansas-city-mo,"WEALTH | KC is a Kansas City-based financial advisory firm operating as a fiduciary, with team members holding credentials including CFP® and AAMS® designations. The firm provides financial planning, tax planning, investment management, and estate planning services, with a particular focus on retirement income strategies, Social Security optimization, and healthcare planning. The team works with high-net-worth individuals, business owners, and those approaching or in retirement, delivering written financial plans and ongoing plan monitoring and adjustments.",1420 NW Vivion Rd Suite 109,Kansas City,Missouri,64118,(816) 820-4756,http://www.wealthkc.com/,"https://www.google.com/maps/place/WEALTH+%7C+KC+-+Financial+Advisors+%2B+Wealth+Management/@39.183369299999995,-94.59810999999999,14z/data=!4m8!1m2!2m1!1sWEALTH+%7C+KC+-+Financial+Advisors+%2B+Wealth+Management!3m4!1s0x87c05f145a0683fb:0x4e947c44526e554f!8m2!3d39.183369299999995!4d-94.59810999999999",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWNrCTNNy8PPUYCR6TPUi7IvRim55-pEMMPpPDQ4YY9tHtGuZyzUsB6ngNXwDm9UubBSf7p_vkrRT1lljENdJQ3fr9iCj5wP0-Nmf7StOhTv-MaPpQL5DFWUs5cMAUUTi9XdsciQ=w800-h500-k-no,"Sunday: Closed, Monday: 8:30AM-5PM, Tuesday: 8:30AM-5PM, Wednesday: 8:30AM-5PM, Thursday: 8:30AM-5PM, Friday: 8:30AM-3PM, Saturday: Closed",Retirement Planning,,Financial Planning,,,,checked,,5.0,47,Active,4/19/2026,39.1833693,-94.5981100,,English
Mader & Shannon Wealth Management,mader-shannon-wealth-management-kansas-city-mo,"Mader & Shannon Wealth Management is an independent registered investment advisor based in Kansas City offering financial planning and investment management services. The firm operates on a fiduciary basis with no product-related conflicts of interest, delivering portfolio management, comprehensive financial planning, retirement projections, estate planning, and guidance on qualified plans and education savings vehicles. The firm emphasizes client education and objective advice grounded in realistic expectations about risk and performance.",4717 Grand Ave #800,Kansas City,Missouri,64112,(816) 751-0585,http://www.madershannon.com/,"https://www.google.com/maps/place/Mader+%26+Shannon+Wealth+Management/@39.041246,-94.5848527,14z/data=!4m8!1m2!2m1!1sMader+%26+Shannon+Wealth+Management!3m4!1s0x87c0efc9a0ea21dd:0xfbdcc9ced46d0ae4!8m2!3d39.041246!4d-94.5848527",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGavAWYtL8g-5qBZrMSYx0wH0QU_JwgMOEiJdHCUplvPsqWlbCkVpxUPdTYI7dNWU2n4l9UP6huxNPVJObHka5CctKFFmUAIsHgbaTkltQeZakgxXKfmfkXMItoKRVoor-SvCuHtw=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed","Investment Management,Wealth Management",,"Financial Planning,Investment Management",Independent RIA,,,,,5.0,2,Active,4/19/2026,39.0412460,-94.5848527,,English
NextGen Wealth,nextgen-wealth-lee-s-summit-mo,"NextGen Wealth is a financial planning firm in Lee's Summit, Missouri, founded and led by Clint Haynes, a Certified Financial Planner® with over 20 years in the wealth management industry. The firm offers estate planning, financial planning, and investment management services, with a focus on wealth management and retirement transition planning. NextGen Wealth works with clients to develop personalized financial plans addressing retirement readiness, tax strategy, and investment approach, and serves clients in the Kansas City area as well as virtually nationwide.",405 SW Waterfall Ct,Lee's Summit,Missouri,64081,(816) 287-4780,https://www.nextgen-wealth.com/,"https://www.google.com/maps/place/NextGen+Wealth/@38.9099809,-94.4241366,14z/data=!4m8!1m2!2m1!1sNextGen+Wealth!3m4!1s0x87c0e0715aaaad03:0xc7a38b5414f2461b!8m2!3d38.9099809!4d-94.4241366",https://lh3.googleusercontent.com/gps-cs-s/APNQkAHBkAW1ybqSfMEHeZab0AO2eRd7H-gshS9Wwe34cSSv18_JGhrsRePc50UKdQYOEBF526JlDLpuCuitxAGYYYo7gVDzvrcEfnfzZAiox3bgpvfPArSJP0XsZGB9WgTJK5iozX-s=w800-h500-k-no,"Sunday: Closed, Monday: 7AM-7PM, Tuesday: 7AM-7PM, Wednesday: 7AM-7PM, Thursday: 7AM-7PM, Friday: 7AM-7PM, Saturday: 9AM-12PM","Investment Management,Wealth Management",,"Estate Planning,Financial Planning,Investment Management",,,,,,4.8,50,Active,4/19/2026,38.9099809,-94.4241366,,English
Oak Road Wealth Management,oak-road-wealth-management-lee-s-summit-mo,"Oak Road Wealth Management serves individuals and families in or approaching retirement with financial planning, investment management, and wealth strategy services. The firm operates as a fiduciary and is fee-only, earning no commissions and aligning its compensation with clients' long-term interests. The process begins with an assessment of client goals and financial circumstances, followed by development of an integrated strategy addressing retirement income, portfolio management, tax considerations, legacy planning, and asset protection, with ongoing review and adjustments as circumstances change.",210 SW Market St,Lee's Summit,Missouri,64063,(816) 607-9188,http://oakroadwealth.com/,"https://www.google.com/maps/place/Oak+Road+Wealth+Management/@38.9117043,-94.3798929,14z/data=!4m8!1m2!2m1!1sOak+Road+Wealth+Management!3m4!1s0x87c11f8cc46d3e37:0xaa800d0ef895c963!8m2!3d38.9117043!4d-94.3798929",https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFAH8bIZz7FKW6j4Ece4rvy1rP9noVygbVNuHkvDSQiDxQqESVAaB3_Evd1NglypKIrpl1cdIfWFOKJHHgD2Hlys5m3wGB1oxDgOYuKpEJbllIiadrCeBSHeKEeddQOXYP8j0u=w800-h500-k-no,"Sunday: Closed, Monday: 8AM-5PM, Tuesday: 8AM-5PM, Wednesday: 8AM-5PM, Thursday: 8AM-5PM, Friday: 8AM-5PM, Saturday: Closed","Investment Management,Retirement Planning,Wealth Management",,"Financial Planning,Investment Management,Retirement Planning",,,,,,5.0,13,Active,4/19/2026,38.9117043,-94.3798929,,English
Northwestern Mutual,northwestern-mutual-leawood-ks,"Northwestern Mutual is an insurance-based firm in Leawood, Kansas. Services include Financial Planning, Insurance Analysis, and Investment Management. The firm specializes in Insurance Planning. The office has a wheelchair-accessible entrance.",5251 W 116th Pl Ste 300,Leawood,Kansas,66211,(913) 362-5000,http://leawood-ks.nm.com/,"https://www.google.com/maps/place/Northwestern+Mutual/@38.917102,-94.647453,14z/data=!4m8!1m2!2m1!1sNorthwestern+Mutual!3m4!1s0x87c0ea2033740d41:0x15eec72ce73dcf3b!8m2!3d38.917102!4d-94.647453",https://lh3.googleusercontent.com/gps-cs-s/APNQkAG4OIPG_p-NRWdgPuL-xMHlQ8qrC6RXrE5cJMXd7c_yHw0OWzJRVUbBa8mTCc6BaYsy3c8z7SyYFzqTZn1Dfv0X2FMV2zEpd-LIykFr6Dsmypmbfk6D_7oocb-tqVh0OzdJV9Q=w800-h500-k-no,,Insurance Planning,,"Financial Planning,Insurance Analysis,Investment Management",Insurance-Based,,,,,4.2,,Active,4/19/2026,38.9171020,-94.6474530,,English
Merrill Lynch Wealth Management,merrill-lynch-wealth-management-kansas-city-mo,"Merrill Lynch Wealth Management is a wirehouse firm in Kansas City, Missouri. Services include Financial Planning and Investment Management. The firm specializes in Wealth Management. The office has a wheelchair-accessible entrance. The office is open daily.",4801 Main St,Kansas City,Missouri,64112,(816) 932-9700,https://advisor.ml.com/sites/mo/kansas-citymo,"https://www.google.com/maps/place/Merrill+Lynch+Wealth+Management/@39.0394371,-94.58642499999999,14z/data=!4m8!1m2!2m1!1sMerrill+Lynch+Wealth+Management!3m4!1s0x87c0efb81135b3eb:0x2042f31016eaa298!8m2!3d39.0394371!4d-94.58642499999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5409g-ixPKnmkSKpj5unuA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=57.236717&pitch=0&thumbfov=100,Daily: Closed,"Investment Management,Wealth Management",,"Financial Planning,Investment Management",Wirehouse,,,,,2.5,,Active,4/19/2026,39.0394371,-94.5864250,,English
Caliber Wealth Management,caliber-wealth-management-overland-park-ks,"Caliber Wealth Management is a registered investment adviser in Overland Park, Kansas, offering financial planning and investment management services. As a member of NAPFA, the firm operates on a fee-only basis and adheres to a fiduciary standard, with at least one CFP® on staff. The firm employs a five-step collaborative planning process and offers flexible service delivery options including in-person, online, and hybrid arrangements. Caliber is affiliated with Raymond James and serves clients seeking personalized wealth management paired with institutional resources.",6201 College Blvd Ste 650,Overland Park,Kansas,66211,(913) 303-3920,https://caliberkc.com/,"https://www.google.com/maps/place/Caliber+Wealth+Management/@38.9265842,-94.6564174,14z/data=!4m8!1m2!2m1!1sCaliber+Wealth+Management!3m4!1s0x87c0eb02735b292f:0x364ac6dd81fed521!8m2!3d38.9265842!4d-94.6564174",https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8weV7ntlnzI2RUUHgyj9X8YCkyaC7WYqxdMi8aBxYrSdG2P3sShHDhID8zmZ5d9iAQIr6EUuBD6DOMeG0IctPsgALkywC2nh3LIKIhhtwoskrSW0p8P0UulECfrIuZ_zEfjWwoNel8zE1=w800-h500-k-no,Daily: Closed,"Investment Management,Wealth Management",,Financial Planning,,,,,,5.0,,Active,4/19/2026,38.9265842,-94.6564174,,English
The Prosper Group of Raymond James,the-prosper-group-of-raymond-james-leawood-ks,"The Prosper Group of Raymond James is an investment advisory firm in Leawood, Kansas. Services include Retirement Planning. The firm specializes in Small Business. Its advisors hold CLU credentials. The office has a wheelchair-accessible entrance.",11551 Ash St # 250,Leawood,Kansas,66211,(833) 961-2944,https://www.raymondjames.com/theprospergroup,"https://www.google.com/maps/place/The+Prosper+Group+of+Raymond+James/@38.918137,-94.6475016,14z/data=!4m8!1m2!2m1!1sThe+Prosper+Group+of+Raymond+James!3m4!1s0x87c0eba717bb3a5b:0x31d0dc08ada57f24!8m2!3d38.918137!4d-94.6475016",https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIO6c4kCJPhSDpwua02h3yEcqXEtR35E8w0JR1lKpBKjmcme00-7a5eyPlwdYULtjOOblCEon_IrENiHl0n86OJCg-pQl9fkBNZamdj0fcpOleGAWlL3vmd7UfNDgv8p0cF6kyBQwYTNQ=w800-h500-k-no,,"Retirement Planning,Small Business",CLU,Retirement Planning,,,,,,5.0,,Active,4/19/2026,38.9181370,-94.6475016,,English
